token,mean_sentiment_rating,standard deviation
sluts,-2.7,1.48661
sluttier,-2.7,1.18743
sluttiest,-3.1,0.83066
sluttish,-2.2,0.87178
sluttishly,-2.1,1.13578
sluttishness,-2.5,0.92195
sluttishnesses,-2.0,1.09545
slutty,-2.3,0.9
smart,1.7,0.78102
smartass,-2.1,0.83066
smarten,1.9,0.7
smartened,1.5,0.67082
smartening,1.7,0.9
smartens,1.5,0.5
smarter,2.0,0.7746
smartest,3.0,1.0
smarties,1.7,0.9
smartly,1.5,0.67082
smartness,2.0,0.89443
smartnesses,1.5,0.92195
smarts,1.6,0.66332
smear,-1.5,1.20416
smile,1.5,0.67082
smiled,2.5,0.80623
smiler,1.7,0.78102
smiles,2.1,1.04403
smiley,1.7,0.78102
smileys,1.5,0.92195
smiling,2.0,1.18322
smilingly,2.3,0.64031
smother,-1.8,0.87178
smothers,-1.9,1.04403
smuggest,-1.5,1.28452
smuggle,-1.6,1.11355
smuggled,-1.5,0.92195
smuggler,-2.1,1.22066
smuggles,-1.7,1.00499
smuggling,-2.1,0.83066
smugnesses,-1.7,0.78102
snob,-2.0,0.63246
snobbery,-2.0,0.63246
snobbily,-1.6,1.11355
snobbishnesses,-1.7,0.78102
snobby,-1.7,1.00499
snub,-1.8,0.4
snubbed,-2.0,0.7746
snubs,-2.1,0.9434
sobbed,-1.9,1.3
sobbing,-1.6,1.49666
sobs,-2.5,0.67082
sociable,1.9,0.7
sociableness,1.5,0.5
sociably,1.6,0.91652
somber,-1.8,0.6
son-of-a-bitch,-2.7,0.64031
soothe,1.5,0.92195
sophisticated,2.6,0.91652
sore,-1.5,0.5
sorrow,-2.4,0.8
sorrowed,-2.4,0.8
sorrower,-2.3,0.78102
sorrowful,-2.2,0.6
sorrowfully,-2.3,0.64031
sorrowfulness,-2.5,0.67082
sorrowing,-1.7,1.26886
sorrows,-1.6,0.66332
soulmate,2.9,0.83066
spam,-1.5,1.0247
spammer,-2.2,0.6
spammers,-1.6,1.11355
spamming,-2.1,0.83066
sparkle,1.8,0.74833
special,1.7,0.78102
spite,-2.4,0.8
spited,-2.4,0.91652
spitefully,-2.3,0.78102
spitefulnesses,-2.3,0.9
splendent,2.7,0.78102
splendid,2.8,0.9798
splendidly,2.1,1.22066
splendidness,2.3,0.9
splendiferously,1.9,1.3
splendiferousness,1.7,1.18743
splendor,3.0,0.63246
splendorous,2.2,0.87178
splendors,2.0,0.44721
splendour,2.2,0.6
splendours,2.2,1.249
splendrous,2.2,1.16619
sprightly,2.0,0.89443
stab,-2.8,0.6
stabbed,-1.9,1.22066
stabs,-1.9,1.13578
stampede,-1.8,1.07703
stank,-1.9,1.04403
starved,-2.6,1.11355
starves,-2.3,0.78102
steal,-2.2,0.6
stealable,-1.7,1.00499
stealer,-1.7,0.78102
stealers,-2.2,0.74833
stealing,-2.7,0.9
stealings,-1.9,0.9434
steals,-2.3,0.64031
stench,-2.3,0.64031
stenches,-1.5,1.11803
stenchful,-2.4,0.91652
stenchy,-2.3,1.00499
stimulating,1.9,0.7
stingy,-1.6,0.8
stink,-1.7,0.64031
stinkard,-2.3,0.9
stinker,-1.5,0.80623
stinkier,-1.5,1.0247
stinking,-2.4,0.91652
stinko,-1.5,0.80623
stinkpot,-2.5,0.92195
stinky,-1.5,0.5
stolen,-2.2,0.9798
strained,-1.7,0.78102
strangled,-2.5,1.0247
strength,2.2,0.6
strengthened,1.8,0.4
strengthener,1.8,0.6
strengthening,2.2,0.74833
strengthens,2.0,0.63246
strengths,1.7,0.64031
stress,-1.8,0.6
stresses,-2.0,1.0
stressful,-2.3,0.45826
stressfully,-2.6,0.66332
stressing,-1.5,0.67082
stressless,1.6,0.4899
stresslessness,1.6,0.8
stressor,-1.8,0.74833
stressors,-2.1,0.83066
stricken,-2.3,0.9
strikes,-1.5,0.92195
strong,2.3,0.78102
stronger,1.6,0.66332
strongest,1.9,0.9434
strongish,1.7,0.78102
struggles,-1.5,0.5
struggling,-1.8,0.6
stubborn,-1.7,1.00499
stubborner,-1.5,1.20416
stubbornnesses,-1.5,0.80623
stunning,1.6,1.42829
stupid,-2.4,0.66332
stupider,-2.5,0.5
stupidest,-2.4,0.66332
stupidities,-2.0,0.7746
stupidity,-1.9,0.3
stupidly,-2.0,0.7746
stupidness,-1.7,0.64031
stupidnesses,-2.6,0.8
stupids,-2.3,0.64031
suave,2.0,0.44721
succeed,2.2,0.74833
succeeded,1.8,0.87178
succeeding,2.2,1.16619
succeeds,2.2,0.9798
success,2.7,0.64031
successes,2.6,0.66332
successful,2.8,0.6
successfully,2.2,0.6
successfulness,2.7,0.78102
suck,-1.9,1.04403
sucked,-2.0,0.89443
sucker,-2.4,1.2
suckered,-2.0,1.0
suckering,-2.1,0.7
suckers,-2.3,1.00499
sucks,-1.5,1.28452
sucky,-1.9,0.9434
suffer,-2.5,0.67082
suffered,-2.2,0.74833
sufferer,-2.0,0.63246
sufferers,-2.4,0.8
suffering,-2.1,0.83066
suffers,-2.1,0.7
suicidal,-3.5,0.67082
suicide,-3.5,0.67082
sulking,-1.5,0.67082
sullen,-1.7,1.00499
sunnier,2.3,0.64031
sunniest,2.4,1.28062
sunny,1.8,0.87178
sunshine,2.2,0.6
sunshiny,1.9,0.7
super,2.9,0.7
superb,3.1,0.9434
superior,2.5,1.11803
superiorly,2.2,1.4
support,1.7,0.9
supporters,1.9,0.7
supporting,1.9,0.9434
supportiveness,1.5,1.11803
supports,1.5,0.67082
supreme,2.6,1.11355
supremely,2.7,1.00499
supremeness,2.3,0.64031
supremer,2.3,1.1
supremo,1.9,1.3
surefooted,1.9,0.83066
surefootedly,1.6,0.91652
surefootedness,1.5,1.20416
surely,1.9,0.7
sureness,2.0,0.7746
surprisal,1.5,0.80623
survived,2.3,0.78102
survivor,1.5,1.0247
suspended,-2.1,0.83066
suspicion,-1.6,0.91652
suspicions,-1.5,0.67082
suspicious,-1.5,0.67082
suspiciously,-1.7,0.45826
sux,-1.5,0.92195
sweet,2.0,0.63246
sweet<3,3.0,0.44721
sweetheart,3.3,1.00499
sweethearts,2.8,0.87178
sweetie,2.2,0.6
sweeties,2.1,0.9434
sweetly,2.1,0.7
sweetness,2.2,0.74833
sweets,2.2,0.6
swindle,-2.4,1.0198
swindles,-1.5,0.92195
swindling,-2.0,1.0
sympathetic,2.3,0.64031
sympathy,1.5,1.11803
talent,1.8,1.07703
talented,2.3,0.64031
talentless,-1.6,0.4899
talents,2.0,1.18322
tantrum,-1.8,1.16619
tantrums,-1.5,1.36015
tard,-2.5,0.92195
temper,-1.8,0.4
tenderhearted,1.5,1.0247
tenderheartedly,2.7,0.64031
tenderheartednesses,2.8,0.74833
tenderly,1.8,0.74833
tenderness,1.8,0.4
tenseness,-1.5,0.67082
tenser,-1.5,0.67082
tensioner,-1.6,0.8
tensions,-1.7,0.78102
terrible,-2.1,0.9434
terriblenesses,-2.6,0.4899
terribly,-2.6,0.4899
terrified,-3.0,0.63246
terrifies,-2.6,1.0198
terrify,-2.3,0.78102
terrifying,-2.7,0.78102
terror,-2.4,1.2
terrorise,-3.1,0.83066
terrorised,-3.3,0.64031
terrorises,-3.3,0.45826
terrorising,-3.0,0.44721
terrorism,-3.6,0.4899
terrorisms,-3.2,0.6
terrorist,-3.7,0.45826
terroristic,-3.3,0.78102
terrorists,-3.1,0.9434
terrorization,-2.7,0.9
terrorize,-3.3,0.78102
terrorized,-3.1,0.7
terrorizes,-3.1,0.53852
terrorizing,-3.0,1.0
terrors,-2.6,0.4899
thank,1.5,0.92195
thanked,1.9,1.22066
thankful,2.7,0.78102
thankfuller,1.9,0.53852
thankfullest,2.0,1.0
thankfully,1.8,0.6
thankfulness,2.1,1.44568
thanks,1.9,1.04403
thief,-2.4,0.66332
thieve,-2.2,0.4
thieveries,-2.1,0.53852
thievery,-2.0,0.89443
thieves,-2.3,0.78102
thoughtful,1.6,0.4899
thoughtfully,1.7,0.64031
thoughtfulness,1.9,0.53852
thoughtless,-2.0,0.63246
threat,-2.4,0.66332
threatened,-2.0,0.63246
threateners,-1.8,0.74833
threatening,-2.4,0.8
threateningly,-2.2,0.6
threating,-2.0,0.44721
threats,-1.8,0.74833
thrill,1.5,1.11803
thrilling,2.1,1.04403
thrillingly,2.0,0.7746
thrills,1.5,0.92195
ticked,-1.8,0.6
tired,-1.9,0.7
tops,2.3,1.00499
tortured,-2.6,1.0198
torturer,-2.3,1.18743
torturers,-3.5,0.67082
tortures,-2.5,0.92195
torturing,-3.0,0.89443
torturous,-2.7,0.78102
totalitarian,-2.1,1.3
totalitarianism,-2.7,1.18743
tragedy,-3.4,1.0198
tragical,-2.4,1.11355
tragically,-2.7,1.48661
tragics,-2.2,0.74833
tranquiler,1.9,0.7
tranquilest,1.6,1.35647
tranquilities,1.5,1.36015
tranquility,1.8,1.16619
tranquillity,1.8,1.07703
tranquilness,1.5,1.20416
trapped,-2.4,0.91652
trauma,-1.8,1.249
traumata,-1.7,1.34536
traumatic,-2.7,1.00499
traumatically,-2.8,0.6
traumatise,-2.8,0.6
traumatised,-2.4,0.91652
traumatises,-2.2,0.87178
traumatism,-2.4,0.4899
traumatization,-3.0,1.0
traumatizations,-2.2,1.16619
traumatize,-2.4,0.66332
traumatized,-1.7,1.41774
travesty,-2.7,1.48661
treasonous,-2.7,1.34536
treasurable,2.5,0.67082
treasured,2.6,0.66332
treasures,1.8,1.32665
treasuring,2.1,0.7
treat,1.7,0.78102
trembling,-1.5,0.92195
triumph,2.1,1.04403
triumphal,2.0,0.63246
triumphalisms,1.9,0.9434
triumphant,2.4,0.91652
triumphantly,2.3,1.00499
triumphed,2.2,1.4
triumphing,2.3,0.64031
triumphs,2.0,1.41421
trouble,-1.7,0.64031
troubled,-2.0,0.44721
troublemaker,-2.0,0.63246
troublemakers,-2.2,0.74833
troublemaking,-1.8,0.6
troublers,-1.9,0.3
troubles,-2.0,0.44721
troublesome,-2.3,0.78102
troublesomely,-1.8,0.6
troublesomeness,-1.9,0.7
troubling,-2.5,0.67082
troublous,-2.1,0.53852
troublously,-2.1,1.22066
trueness,2.1,0.9434
truer,1.5,0.67082
truest,1.9,0.83066
truly,1.9,0.9434
trust,2.3,1.26886
trustability,2.1,0.7
trustable,2.3,0.45826
trusted,2.1,0.9434
truster,1.9,1.3
trustful,2.1,0.9434
trustfully,1.5,0.67082
trustfulness,2.1,0.83066
trustiest,2.2,0.87178
trustily,1.6,0.91652
trustiness,1.6,0.91652
trusting,1.7,1.00499
trustingly,1.6,0.91652
trustingness,1.6,1.2
trustless,-2.3,0.78102
trusts,2.1,0.53852
trustworthily,2.3,0.9
trustworthiness,1.8,0.74833
trustworthy,2.6,0.91652
trusty,2.2,0.74833
truthful,2.0,0.63246
truthfully,1.9,1.04403
truthfulness,1.7,1.1
truths,1.8,0.87178
tumor,-1.6,1.49666
turmoil,-1.5,0.92195
twat,-3.4,0.91652
ugh,-1.8,0.9798
uglier,-2.2,0.87178
uglies,-2.0,0.89443
ugliest,-2.8,0.74833
uglification,-2.2,0.87178
uglified,-1.5,0.67082
uglifies,-1.8,0.74833
uglify,-2.1,0.9434
uglifying,-2.2,0.4
uglily,-2.1,0.3
ugliness,-2.7,0.9
uglinesses,-2.5,1.0247
ugly,-2.3,0.9
unacceptable,-2.0,0.44721
unappreciated,-1.7,0.78102
unattractive,-1.9,0.53852
uncomfortable,-1.6,0.4899
uncomfortably,-1.7,0.64031
uncontrollability,-1.7,0.45826
uncontrollable,-1.5,1.11803
uncontrollably,-1.5,0.67082
unconvinced,-1.6,0.8
undermined,-1.5,0.67082
undermining,-1.5,0.67082
undeserving,-1.9,0.3
undesirable,-1.9,0.7
unease,-1.7,0.64031
uneasiest,-2.1,0.83066
uneasiness,-1.6,0.4899
uneasinesses,-1.8,0.87178
uneasy,-1.6,0.4899
unemployment,-1.9,0.7
unethical,-2.3,0.78102
unfair,-2.1,0.83066
unfocused,-1.7,0.64031
unfortunate,-2.0,0.63246
unfortunates,-1.9,0.7
unfriendly,-1.5,0.5
unfulfilled,-1.8,0.4
ungrateful,-2.0,0.0
ungratefully,-1.8,0.6
ungratefulness,-1.6,0.4899
unhappier,-2.4,0.8
unhappiest,-2.5,0.80623
unhappily,-1.9,0.53852
unhappiness,-2.4,0.66332
unhappinesses,-2.2,0.87178
unhappy,-1.8,0.6
unhealthy,-2.4,0.66332
unified,1.6,0.66332
unintelligent,-2.0,1.18322
uninvolved,-2.2,0.9798
uninvolving,-2.0,1.18322
united,1.8,0.6
unjust,-2.3,0.45826
unkind,-1.6,0.66332
unlovable,-2.7,0.9
unloved,-1.9,0.53852
unlovelier,-1.9,0.7
unloveliest,-1.9,0.83066
unloveliness,-2.0,0.89443
unlovely,-2.1,0.53852
unloving,-2.3,0.45826
unpleasant,-2.1,0.53852
unprofessional,-2.3,0.78102
unprotected,-1.5,0.67082
unsatisfied,-1.7,0.64031
unsavory,-1.9,0.53852
unsecured,-1.6,0.4899
unstable,-1.5,0.5
unsuccessful,-1.5,0.5
unsuccessfully,-1.7,0.78102
unsupported,-1.7,0.78102
untarnished,1.6,1.35647
unwelcome,-1.7,0.45826
unworthy,-2.0,0.44721
upset,-1.6,0.4899
upsets,-1.5,0.67082
upsetter,-1.9,0.7
upsetters,-2.0,0.63246
upsetting,-2.1,0.53852
uptight,-1.6,0.4899
useful,1.9,0.83066
usefully,1.8,0.6
useless,-1.8,0.4
uselessly,-1.5,0.67082
uselessness,-1.6,0.8
v.v,-2.9,0.9434
vain,-1.8,0.6
validate,1.5,0.92195
valuable,2.1,0.83066
valuableness,1.7,0.78102
valuables,2.1,0.83066
valuably,2.3,1.00499
valued,1.9,0.7
values,1.7,1.18743
vexation,-1.9,1.04403
vexing,-2.0,0.44721
vibrant,2.4,0.8
vicious,-1.5,1.5
viciousness,-2.4,1.35647
victimhood,-2.0,0.44721
victimising,-2.5,0.67082
victimization,-2.3,0.78102
victimize,-2.5,0.67082
victimizing,-2.6,0.4899
vigoroso,1.5,0.67082
vile,-3.1,0.83066
villain,-2.6,0.4899
villainess,-2.9,0.53852
villainesses,-2.0,1.18322
villainies,-2.3,1.00499
villainous,-2.0,0.63246
villainously,-2.9,0.53852
villainousness,-2.7,0.9
villains,-3.4,0.91652
villainy,-2.6,0.4899
vindicated,1.8,1.16619
vindicates,1.6,0.66332
violate,-2.2,0.6
violated,-2.4,0.66332
violater,-2.6,0.91652
violaters,-2.4,0.8
violates,-2.3,0.9
violating,-2.5,0.92195
violation,-2.2,0.9798
violations,-2.4,0.66332
violative,-2.4,0.66332
violator,-2.4,1.0198
violence,-3.1,0.53852
violent,-2.9,0.53852
violently,-2.8,0.74833
virtue,1.8,0.74833
virtues,1.5,0.80623
virtuosa,1.7,1.48661
virtuosas,1.8,0.87178
virtuosic,2.2,1.07703
virtuosity,2.1,0.83066
virtuoso,2.0,1.0
virtuosos,1.8,1.16619
virtuous,2.4,1.2
virtuously,1.8,1.16619
virtuousness,2.0,1.09545
virulent,-2.7,0.64031
visionary,2.4,1.0198
vitalising,2.1,0.53852
vitalization,1.6,0.91652
vitalize,1.6,0.66332
vitalized,1.5,0.67082
vitriolic,-2.1,0.83066
vivacious,1.8,0.9798
vulture,-2.0,0.89443
w00t,2.2,1.32665
wanker,-2.5,0.67082
war,-2.9,1.13578
warfares,-1.8,0.87178
warmest,1.7,1.34536
warmhearted,1.8,0.6
warmheartedness,2.7,0.64031
warmly,1.7,0.64031
warmness,1.5,0.92195
warmonger,-2.9,1.13578
warmongering,-2.5,0.67082
warmongers,-2.8,0.87178
warmth,2.0,0.44721
warred,-2.4,0.8
warring,-1.9,1.04403
wars,-2.6,0.8
waste,-1.8,0.9798
wasted,-2.2,0.6
wasting,-1.7,0.9
weak,-1.9,0.7
weaken,-1.8,0.6
weakener,-1.6,1.11355
weaker,-1.9,0.83066
weakest,-2.3,0.64031
weakhearted,-1.6,0.8
weaklier,-1.5,0.67082
weakliest,-2.1,0.83066
weakly,-1.8,0.87178
weakness,-1.8,0.6
weaknesses,-1.5,0.5
wealth,2.2,0.4
wealthier,2.2,0.6
wealthiest,2.2,0.9798
wealthily,2.0,0.89443
wealthiness,2.4,1.11355
wealthy,1.5,1.0247
weapons,-1.9,0.9434
weep,-2.7,0.9
weeper,-1.9,0.53852
weepier,-1.8,0.87178
weepies,-1.6,0.8
weepiest,-2.4,0.91652
weeping,-1.9,0.9434
weepings,-1.9,0.9434
weirdo,-1.8,0.6
welcome,2.0,0.63246
welcomely,1.9,0.53852
welcomeness,2.0,0.89443
welcomers,1.9,0.7
welcomes,1.7,0.78102
welcoming,1.9,0.7
wellborn,1.8,0.74833
welldoer,2.5,0.67082
welldoers,1.6,0.8
welling,1.6,0.8
wellness,1.9,0.9434
wellspring,1.5,0.92195
wept,-2.0,1.09545
whine,-1.5,1.11803
whines,-1.8,0.6
whore,-3.3,0.64031
whored,-2.8,0.87178
whoredoms,-2.4,1.11355
whoremaster,-1.9,1.22066
whoremonger,-2.6,0.91652
whores,-3.0,1.0
whoreson,-2.2,1.46969
whoresons,-2.5,1.20416
wicked,-2.4,0.8
wickeder,-2.2,1.32665
wickedest,-2.9,1.04403
wickedly,-2.1,0.83066
wickedness,-2.1,0.83066
wickednesses,-2.2,1.16619
widowed,-2.1,1.22066
wimpish,-1.6,0.4899
win,2.8,0.87178
winnable,1.8,0.6
winned,1.8,0.6
winner,2.8,0.87178
winners,2.1,1.44568
winning,2.4,0.4899
winningly,2.3,1.48661
winnings,2.5,0.92195
wins,2.7,0.78102
wisdom,2.4,0.66332
wise,2.1,0.83066
wiseass,-1.8,0.6
wiseasses,-1.5,1.36015
wised,1.5,0.67082
wiseliest,1.6,1.49666
wisely,1.8,0.6
wiseness,1.9,0.7
wish,1.7,1.1
witch,-1.5,0.80623
woe,-1.8,0.6
woebegone,-2.6,0.66332
woeful,-1.9,0.83066
woefully,-1.7,1.48661
woefulness,-2.1,0.7
woes,-1.9,0.83066
won,2.7,0.9
wonderful,2.7,0.78102
wonderfully,2.9,0.83066
wonderfulness,2.9,0.53852
woo,2.1,1.37477
woohoo,2.3,1.1
woot,1.8,1.07703
worriedly,-2.0,0.44721
worrier,-1.8,0.6
worriers,-1.7,0.45826
worries,-1.8,0.6
worriment,-1.5,0.67082
worriments,-1.9,0.7
worrisome,-1.7,0.64031
worrisomely,-2.0,0.63246
worrisomeness,-1.9,0.53852
worrit,-2.1,0.53852
worry,-1.9,0.7
worrywart,-1.8,0.9798
worrywarts,-1.5,0.5
worsen,-2.3,0.78102
worsened,-1.9,1.22066
worsening,-2.0,0.44721
worsens,-2.1,0.53852
worser,-2.0,0.89443
worshiped,2.4,1.0198
worshipfulness,1.6,0.8
worshipped,2.7,0.78102
worshipping,1.6,1.28062
worst,-3.1,1.04403
worthless,-1.9,1.13578
worthy,1.9,0.53852
wow,2.8,0.9798
wowed,2.6,0.8
wowing,2.5,0.67082
wrathful,-2.7,0.64031
wreck,-1.9,0.7
wrong,-2.1,1.04403
wronged,-1.9,0.53852
x-d,2.6,0.91652
x-p,1.7,0.45826
yay,2.4,1.0198
yeees,1.7,1.00499
yes,1.7,0.78102
yucky,-1.8,0.6
yummy,2.4,1.0198
zealot,-1.9,1.04403
